stage	line	before	after
whitespace	1707	And here muſte we repeate ſome thyng out of Hyſtories,[note 57.5] whereby the veritie of this propheſie may be better knowen and vnderſtand. When the moſt excellet Prince Conſtantine had receiued the gouernment of thempire, as it were abhorring Rome, he builded Conſtantinople, and made it the ſeate or manſion of thempire. And from that time the Maieſtie of Rome began to fal vnto ruine. Vnder themperour Gratiane, a Prince moſte wittie, the Barbarians were a great terrour to the Romanes, wherupo Gratiane made a leage with them. Stilico father in lawe to Honorius, a Vandall borne, deminiſhed the wages of the Gothians, and other leage fellowes of the people of Rome: for the which cauſe they toke Armour: yet beinge pacified agayne, they were ſtirred vp afterwarde through the mallice of Stilico and of Duke Saule, and vnder the co duite of Athalaricus their King, they haſt them to Rome, lay ſeige to it, and beſiege it by the ſpace of two yeares, at the legth toke and ſpoiled it. Which ſeige and ſpoyle S. Hierome in his Epiſtle bewayleth much. Oroſius writeth much and chriſtianly hereof in the .29. chapter of the .7. boke of Hiſtories. It is reported that Rome was taken the fyrſte day of Apryll, in the yeare .412. Yet the Gothians immediately leauyng the Citie, remoue into other places there by: neuertheleſſe, beynge agayne inflamed with fury they returne, and vnder their captayne Athaulphus, they plagued and ſpoyled Rome, worſe then they ded before. The Kynge had determined, extinguyſhing the name of Romaynes, to haue called the Citie Gothia, if he had not ben diſſwaded of Galla Placidia, daughter to Honorius. A fewe yeares after, Rome was taken agayne of Genſerychus, King of Vandalles: and that which was inryched and repliniſhed, with the robberies of al natios, was by fourtene dayes together emptied cleane. After came Odacer with the Germanes: and putting downe the name of Emperour, reigned ouer the citie himſelfe as king, by the ſpace of .15. yeares. Whom Theodorichus of Verona expulſed and ſlew. And there reigned with his Eaſt Gothes about .50. yeares. Than was it recouered of Belliſarius, for Iuſtinian Emperour of Grece, but to the vtter deſtruction of Rome. For Totilas Kynge of Gothia diſcomfyted both the Greke and Romayne Armie at Placence: after he beſeiged Rome, ſcaled, toke, ſacked, ouerthrew and ſet it on fyre. The citie burned thirtene dayes. Nother was there any man in it, by the ſpace of fourtie dayes. Reade the .4. boke of Sabellicus the .8. Aeneade. Perauenture I ſhall diſcourſe more at large of the diſtruction of Rome, in the .17. chap. Wherfore within the ſpace of .136. yeares, Rome came ſeuen tymes into ſtraungers handes, and was ſacked moſt cruelly, and fell on the edge of the ſworde, and was led into captiuitie:[note 57.6] which hath long ſtricken with the ſwoorde, and led away all nations priſoners. This was the iuſt iudgement of God.	And here muſte we repeate ſome thyng out of Hyſtories,[note 57.5] whereby the veritie of this propheſie may be better knowen and vnderſtand. When the moſt excellet Prince Conſtantine had receiued the gouernment of thempire, as it were abhorring Rome, he builded Conſtantinople, and made it the ſeate or manſion of thempire. And from that time the Maieſtie of Rome began to fal vnto ruine. Vnder themperour Gratiane, a Prince moſte wittie, the Barbarians were a great terrour to the Romanes, wherupo Gratiane made a leage with them. Stilico father in lawe to Honorius, a Vandall borne, deminiſhed the wages of the Gothians, and other leage fellowes of the people of Rome: for the which cauſe they toke Armour: yet beinge pacified agayne, they were ſtirred vp afterwarde through the mallice of Stilico and of Duke Saule, and vnder the co duite of Athalaricus their King, they haſt them to Rome, lay ſeige to it, and beſiege it by the ſpace of two yeares, at the legth toke and ſpoiled it. Which ſeige and ſpoyle S. Hierome in his Epiſtle bewayleth much. Oroſius writeth much and chriſtianly hereof in the.29. chapter of the.7. boke of Hiſtories. It is reported that Rome was taken the fyrſte day of Apryll, in the yeare.412. Yet the Gothians immediately leauyng the Citie, remoue into other places there by: neuertheleſſe, beynge agayne inflamed with fury they returne, and vnder their captayne Athaulphus, they plagued and ſpoyled Rome, worſe then they ded before. The Kynge had determined, extinguyſhing the name of Romaynes, to haue called the Citie Gothia, if he had not ben diſſwaded of Galla Placidia, daughter to Honorius. A fewe yeares after, Rome was taken agayne of Genſerychus, King of Vandalles: and that which was inryched and repliniſhed, with the robberies of al natios, was by fourtene dayes together emptied cleane. After came Odacer with the Germanes: and putting downe the name of Emperour, reigned ouer the citie himſelfe as king, by the ſpace of.15. yeares. Whom Theodorichus of Verona expulſed and ſlew. And there reigned with his Eaſt Gothes about.50. yeares. Than was it recouered of Belliſarius, for Iuſtinian Emperour of Grece, but to the vtter deſtruction of Rome. For Totilas Kynge of Gothia diſcomfyted both the Greke and Romayne Armie at Placence: after he beſeiged Rome, ſcaled, toke, ſacked, ouerthrew and ſet it on fyre. The citie burned thirtene dayes. Nother was there any man in it, by the ſpace of fourtie dayes. Reade the.4. boke of Sabellicus the.8. Aeneade. Perauenture I ſhall diſcourſe more at large of the diſtruction of Rome, in the.17. chap. Wherfore within the ſpace of.136. yeares, Rome came ſeuen tymes into ſtraungers handes, and was ſacked moſt cruelly, and fell on the edge of the ſworde, and was led into captiuitie:[note 57.6] which hath long ſtricken with the ſwoorde, and led away all nations priſoners. This was the iuſt iudgement of God.
whitespace	1709	And S. Ihon annexeth a doctrine, howe the godly ſhulde behaue theſelues in ſo greate troubles and aduerſities. Here, that is to wit, whileſt the Romanes reigne and rage, alſo in thoſe blouddy and cruel alterations, and deſtruction of the Romane Empire, the Sainctes ſhall nede to haue patience, or perſeueraunce and fayth. Theſe two vertues ſhal kepe the faithfull, that they periſh not alſo. Of patience the lord ſpeaketh in S. Luke the .21. chapt. In your patience ſhal you poſſeſſe your ſoules. Of faith ſpeaketh bleſſed Iohn: and this is the victory, that ouercometh the world, euen your faith. Impatience and incredulitie hath led away many into the deniyng of the faith, to idolatrie and to al vngodlines. So learne we alſo, how to arme our ſelues in our dayes againſt all vngodlines. The lord deliuer vs from euill. Amen.	And S. Ihon annexeth a doctrine, howe the godly ſhulde behaue theſelues in ſo greate troubles and aduerſities. Here, that is to wit, whileſt the Romanes reigne and rage, alſo in thoſe blouddy and cruel alterations, and deſtruction of the Romane Empire, the Sainctes ſhall nede to haue patience, or perſeueraunce and fayth. Theſe two vertues ſhal kepe the faithfull, that they periſh not alſo. Of patience the lord ſpeaketh in S. Luke the.21. chapt. In your patience ſhal you poſſeſſe your ſoules. Of faith ſpeaketh bleſſed Iohn: and this is the victory, that ouercometh the world, euen your faith. Impatience and incredulitie hath led away many into the deniyng of the faith, to idolatrie and to al vngodlines. So learne we alſo, how to arme our ſelues in our dayes againſt all vngodlines. The lord deliuer vs from euill. Amen.
whitespace	1711	## ¶ Of an other beaſt, which cometh vp out of the Earth: that is to ſaye, of Antichriſt. The .lviij. Sermon.	## ¶ Of an other beaſt, which cometh vp out of the Earth: that is to ſaye, of Antichriſt. The.lviij. Sermon.
whitespace	1717	[note 58.2]And in goodly order beginneth he to ſette forth Antichriſt after the Romane Empire torne and taken awaye. For Daniel ſayeth, that a little and ſmall horne ſhoulde arriſe vp emonges the ten hornes, and three of thoſe hornes to poole downe, plucke of, and caſte awaye, and ſo to atteyne vnto greate power. For he ſignifieth, that the Romane Empire beyng diuided, and brought now vnto decaie Antichriſt ſhal arriſe, whiche ſhould procure to himſelfe a newe, and countrefet Empire. And S. Paule ſayeth alſo, that Chriſte ſhall not come vnto iudgement, till Antichriſt haue gone before: and that he ſhall not come nother, vnleſſe this be firſte taken awaye, whiche hindereth and letteth, that he can not come. The whiche S. Hierome and other holy expoſitours do vnderſtande of the Romane Empire,[note 58.3] whiche muſte be plucked vp, and taken awaye, and that then ſhall Antichriſt arriſe. But the Maieſtie of the Empire was diſtroyed aboute the yere of our Lorde .480. when Odacer inuaded Rome. For from that time by the ſpace of .300. yeres and more, ther was no Emperour of the Weſte after Auguſtulus. And beſides this vnder the Emperour Iuſtinian, Rome was brente and layde waſte of Totila. Sins the whiche time the Biſſhoppes of Rome haue begonne to loke a lofte, and to thinke vpon a newe kingedome.	[note 58.2]And in goodly order beginneth he to ſette forth Antichriſt after the Romane Empire torne and taken awaye. For Daniel ſayeth, that a little and ſmall horne ſhoulde arriſe vp emonges the ten hornes, and three of thoſe hornes to poole downe, plucke of, and caſte awaye, and ſo to atteyne vnto greate power. For he ſignifieth, that the Romane Empire beyng diuided, and brought now vnto decaie Antichriſt ſhal arriſe, whiche ſhould procure to himſelfe a newe, and countrefet Empire. And S. Paule ſayeth alſo, that Chriſte ſhall not come vnto iudgement, till Antichriſt haue gone before: and that he ſhall not come nother, vnleſſe this be firſte taken awaye, whiche hindereth and letteth, that he can not come. The whiche S. Hierome and other holy expoſitours do vnderſtande of the Romane Empire,[note 58.3] whiche muſte be plucked vp, and taken awaye, and that then ſhall Antichriſt arriſe. But the Maieſtie of the Empire was diſtroyed aboute the yere of our Lorde.480. when Odacer inuaded Rome. For from that time by the ſpace of.300. yeres and more, ther was no Emperour of the Weſte after Auguſtulus. And beſides this vnder the Emperour Iuſtinian, Rome was brente and layde waſte of Totila. Sins the whiche time the Biſſhoppes of Rome haue begonne to loke a lofte, and to thinke vpon a newe kingedome.
whitespace	1719	[note 58.4]And therefore the Lorde ſayeth, that this beaſte arriſeth of the very earth. The kyngedome of our lorde Ieſus Chriſte cometh from heauen, and bringeth to heauen. Papiſtrie cometh nother of Chriſt, nor of his doctrine, but cometh out of the Earth: that is to witte, of euill meanes, Ambition, auarice, treaſon and crueltie. What miniſters of the churche Chriſt ordeyned, is eaſely perceyued by the Goſpell of Ieſu Chriſt. That he forbadde them gouernement, ſupremacie, ſuperiorite and maioritie (as they terme it) appereth of the .18. and .20. chapt. of S. Matthew. and .22. of Luk[illegible]. Therefore do the Actes of Apoſtles, and the doctrine of Peter teſtifie, that Peter was a Miniſter, and not Lorde of the Apoſtles, muche leſſe Prince of the citie or Empire of Rome. For they lye lowde, that ſaye, howe Rome and Italy are the Patrimonie of S. Peter, geuen him of the Lorde. At the firſt the Apoſtles, and Apoſtolicall men, miniſters of churches, gouerned the churches equallye, neyther ded one take vpon him more preheminence than an other. Which thyng I am able to proue, by many teſtimonies of auncient wryters, yf nede requyred. Aboute the counſell of Nice, and a litle before that tyme, when churches were greatly multiplied, were ordeyned, and cuſtumably receyued Metropolitanes, inſtituted in dede by a laudable (but yet mannes) ordinaunce: that is to witte, in a certen prouince or head citie was ordeyned a Byſhop or Paſtor, which ſhoulde haue as it were, the ouerſighte of the reſte, and ſhoulde ſerue for the calling of Synodes or aſſemblees. Yet was it than dilligently prouided, that he ſhoulde not be called Primate: leeſte any manne ſhould thinke himſelfe preferred before others in power, but in order. Nother was the Byſhop of Rome at that tyme, exalted aboue all others: but there were dyuerſe Metropolitanes, whereof the byſhop Rome was one. The Niceyue counſell confyrmed that ſame cuſtome, and woulde haue it ratified. Socrates in his eccleſiaſtical Hiſtorie the .5. boke the .8. chapt. reciteth many Metropolitane churches in Aſia. S. Hierome to Euagrius, and in an epiſtle to Titus ſayeth playnely, that in oulde tyme churches were gouerned by the common counſell of prieſtes or elders, and that time Byſhops and prieſtes were all one: After by the cuſtome of the church, not of the veritie of the Lordes ordinauce (I rehearce Saincte Hieromes wordes) Byſhops were preferred before prieſtes, yet muſte they gouerne churches together.	[note 58.4]And therefore the Lorde ſayeth, that this beaſte arriſeth of the very earth. The kyngedome of our lorde Ieſus Chriſte cometh from heauen, and bringeth to heauen. Papiſtrie cometh nother of Chriſt, nor of his doctrine, but cometh out of the Earth: that is to witte, of euill meanes, Ambition, auarice, treaſon and crueltie. What miniſters of the churche Chriſt ordeyned, is eaſely perceyued by the Goſpell of Ieſu Chriſt. That he forbadde them gouernement, ſupremacie, ſuperiorite and maioritie (as they terme it) appereth of the.18. and.20. chapt. of S. Matthew. and.22. of Luk[illegible]. Therefore do the Actes of Apoſtles, and the doctrine of Peter teſtifie, that Peter was a Miniſter, and not Lorde of the Apoſtles, muche leſſe Prince of the citie or Empire of Rome. For they lye lowde, that ſaye, howe Rome and Italy are the Patrimonie of S. Peter, geuen him of the Lorde. At the firſt the Apoſtles, and Apoſtolicall men, miniſters of churches, gouerned the churches equallye, neyther ded one take vpon him more preheminence than an other. Which thyng I am able to proue, by many teſtimonies of auncient wryters, yf nede requyred. Aboute the counſell of Nice, and a litle before that tyme, when churches were greatly multiplied, were ordeyned, and cuſtumably receyued Metropolitanes, inſtituted in dede by a laudable (but yet mannes) ordinaunce: that is to witte, in a certen prouince or head citie was ordeyned a Byſhop or Paſtor, which ſhoulde haue as it were, the ouerſighte of the reſte, and ſhoulde ſerue for the calling of Synodes or aſſemblees. Yet was it than dilligently prouided, that he ſhoulde not be called Primate: leeſte any manne ſhould thinke himſelfe preferred before others in power, but in order. Nother was the Byſhop of Rome at that tyme, exalted aboue all others: but there were dyuerſe Metropolitanes, whereof the byſhop Rome was one. The Niceyue counſell confyrmed that ſame cuſtome, and woulde haue it ratified. Socrates in his eccleſiaſtical Hiſtorie the.5. boke the.8. chapt. reciteth many Metropolitane churches in Aſia. S. Hierome to Euagrius, and in an epiſtle to Titus ſayeth playnely, that in oulde tyme churches were gouerned by the common counſell of prieſtes or elders, and that time Byſhops and prieſtes were all one: After by the cuſtome of the church, not of the veritie of the Lordes ordinauce (I rehearce Saincte Hieromes wordes) Byſhops were preferred before prieſtes, yet muſte they gouerne churches together.
whitespace	1723	Neuertheleſſe a fewe yeares after, when the Byſhoppes of Rome were ſore affrayde, leeſte that dignitie ſhulde be geuen to the byſhoppes of Conſtantinople, Boniface the .3. obteyned of themperour Phocas a parricide, that he which was biſhop of old Rome, might be taken for the vniuerſal biſhop, and Rome for the head of al churches: which conſtitution ſet vp the Pope in Authoritie,[note 58.6] that he was nowe, taken of the moſte parte of the weſt Biſhops for Apoſtolicall, and manie matters brought before him to determine: whereby he got the fauour of many Princes, chieflie of Fraunce, by whoſe ayde he droue oute of Italie both the Emperour of Grece, and kinges of Lumbardie, and brought Rome, and the beſte and moſt floriſhing partes of Italie vnder his own ſubiection. Thus I ſaye out of the earth cometh vp the ſeconde beaſte.	Neuertheleſſe a fewe yeares after, when the Byſhoppes of Rome were ſore affrayde, leeſte that dignitie ſhulde be geuen to the byſhoppes of Conſtantinople, Boniface the.3. obteyned of themperour Phocas a parricide, that he which was biſhop of old Rome, might be taken for the vniuerſal biſhop, and Rome for the head of al churches: which conſtitution ſet vp the Pope in Authoritie,[note 58.6] that he was nowe, taken of the moſte parte of the weſt Biſhops for Apoſtolicall, and manie matters brought before him to determine: whereby he got the fauour of many Princes, chieflie of Fraunce, by whoſe ayde he droue oute of Italie both the Emperour of Grece, and kinges of Lumbardie, and brought Rome, and the beſte and moſt floriſhing partes of Italie vnder his own ſubiection. Thus I ſaye out of the earth cometh vp the ſeconde beaſte.
whitespace	1729	[note 58.8]That other beaſte, ſayeth he, had two hornes: and he addeth, lyke a lambe. For of them is ſpoken in the fifte chapter of this boke. And the Lord ſignifieth the prieſthod and kingdome, whyche the Popes vſurpe to themſelues, affyrmynge that power is geuen them in Heauen and in Earth, in ſpirituall matters and temporal. For therefore they geue in their Armes two Keyes, that is to ſaie two hornes: They boaſte that they haue two ſwoordes. Of the which blaſphemies, he that wyll be fullye inſtructed, let him reade the wordes of the beaſtes of Boniface .8. in the ſixte Decret. of maiorit. and obediece. One holy: agayne Clement .5. ſecond boke of othes: finally Gregorie .9. or rather the firſt boke of Innocent the .3.33. tit. de maior. and obedient. All Hiſtories make mention that Boniface the .8. ded in the yeare of our Lorde .1300. inſtitute the firſt Iubeley, and in the ſame opely before the people to haue ſhewed in the way of oſtentation the Pontifical and Emperiall maieſtie, whyleſt on the one day he appeared in the apparel of a Byſhop, on the other hauing put on purple robes ſhewed himſelfe to the people like an Emperour. They caried before him two ſwordes. And he himſelf cried, lo here are two ſwordes: as though he ſhoulde poincte with his fingar to the whole worlde, that he and certen of his predeceſſours and all his ſucceſſours, were that two horned beaſte. What ſhall we ſaie that all biſhops by him conſecrated, weare vpon their heades miters or two horned caps. Vnleſſe therfore we be blynder than was Tyreſias, we ſee with our eyes, who is that great Antichriſte.	[note 58.8]That other beaſte, ſayeth he, had two hornes: and he addeth, lyke a lambe. For of them is ſpoken in the fifte chapter of this boke. And the Lord ſignifieth the prieſthod and kingdome, whyche the Popes vſurpe to themſelues, affyrmynge that power is geuen them in Heauen and in Earth, in ſpirituall matters and temporal. For therefore they geue in their Armes two Keyes, that is to ſaie two hornes: They boaſte that they haue two ſwoordes. Of the which blaſphemies, he that wyll be fullye inſtructed, let him reade the wordes of the beaſtes of Boniface.8. in the ſixte Decret. of maiorit. and obediece. One holy: agayne Clement.5. ſecond boke of othes: finally Gregorie.9. or rather the firſt boke of Innocent the.3.33. tit. de maior. and obedient. All Hiſtories make mention that Boniface the.8. ded in the yeare of our Lorde.1300. inſtitute the firſt Iubeley, and in the ſame opely before the people to haue ſhewed in the way of oſtentation the Pontifical and Emperiall maieſtie, whyleſt on the one day he appeared in the apparel of a Byſhop, on the other hauing put on purple robes ſhewed himſelfe to the people like an Emperour. They caried before him two ſwordes. And he himſelf cried, lo here are two ſwordes: as though he ſhoulde poincte with his fingar to the whole worlde, that he and certen of his predeceſſours and all his ſucceſſours, were that two horned beaſte. What ſhall we ſaie that all biſhops by him conſecrated, weare vpon their heades miters or two horned caps. Vnleſſe therfore we be blynder than was Tyreſias, we ſee with our eyes, who is that great Antichriſte.
whitespace	1739	[note 59.1]Agayne he reaſoneth of the power of the ſeconde beaſte, or Antichriſt and of poperie. He doeth or executeth, ſayeth he, the power of the fourmer beaſte: that is to ſaye, exerciſeth the ſame authoritie, that the old Romane Empire exerciſed. Where he addeth, in his preſence: Aretas expoundeth, in followyng immediately after, and euen in imitatyng the ſame. But what power and authoritie they exerciſed, I declared before in his place, about the beginnyng of this chapt. Therfore as the Romane Emperours ſuppoſed all kyngedomes and prouinces to be theirs, and to appertayne vnto them: ſo do the Biſhops of Rome make their boaſte that all realmes are theirs. I geue nothing here to affection or hatred. There came forth lately a boke printed at Lios, of Auguſtinus Steuchus keper of the Popes librarie, in the which he reciteth out of the regiſter of one Gregory (I ſuppoſe the .7.) all the kingdomes of Europe, Spayne, Englande, Fraunce, Denmarke, Hongary. &c. The proprietie whereof apperteyneth to that ſeate of Rome, the vſe vnto the Princes, Clientes of the ſame ſee. Ful ofte haue the Popes aſſayed to bring into ſubiection to them and to their Sea the kingdomes of the Eaſte alſo, and that vnder pretence of the holy warre, and recoueryng the Lordes ſepulchre. And like as the olde Romanes vexed with continuall warre the nations that did not acknoweledge or obeye the olde Romane Egles: ſo the See of Rome in our time, and in the memory of our forefathers hath put to buſines and trouble, thoſe kingedomes, and nations and people, that went aboute to reuolte, and would not acknoweldge thoſe double keyes, that is to ſaye two hornes. For who knoweth not with what cruel warres he vexed in times paſt the lande of Boheme? who knoweth not what Germany and England hath ſuffered in fourmer yeres? So verely the ſeconde beaſte exerciſeth gallauntly the Tiranny of the olde beaſt. The olde beaſte ſet forth proclamations concernyng religion, and paiyng of tributes and cuſtomes, and ſo impoueriſhed in a maner all realmes, their richeſſe beyng brought to Rome. And what other thing doeth that ſeate at this daye? what hath it done nowe, to reken the leeſt, theſe fiue hondreth yeres? who therfore doeth not ſee, that the ſeconde beaſte exerciſeth moſt aboudantly the power of the firſt beaſte? A certen man made verſes in Latin tauntyng the couetouſenes, and diſceiptes of Rome: and where Rome doeth magnifie her ſelfe to be head of the world, which in Latin is Caput, thus ſayeth he: If Caput come of Capio, which ſignifieth to take Than maye Rome well be called ſo, whiche doeth nothing forſake. If you decline Capio Capis, and to the groundes come Her nettes are large and can not miſſe, to catch both al and ſome.	[note 59.1]Agayne he reaſoneth of the power of the ſeconde beaſte, or Antichriſt and of poperie. He doeth or executeth, ſayeth he, the power of the fourmer beaſte: that is to ſaye, exerciſeth the ſame authoritie, that the old Romane Empire exerciſed. Where he addeth, in his preſence: Aretas expoundeth, in followyng immediately after, and euen in imitatyng the ſame. But what power and authoritie they exerciſed, I declared before in his place, about the beginnyng of this chapt. Therfore as the Romane Emperours ſuppoſed all kyngedomes and prouinces to be theirs, and to appertayne vnto them: ſo do the Biſhops of Rome make their boaſte that all realmes are theirs. I geue nothing here to affection or hatred. There came forth lately a boke printed at Lios, of Auguſtinus Steuchus keper of the Popes librarie, in the which he reciteth out of the regiſter of one Gregory (I ſuppoſe the.7.) all the kingdomes of Europe, Spayne, Englande, Fraunce, Denmarke, Hongary. &c. The proprietie whereof apperteyneth to that ſeate of Rome, the vſe vnto the Princes, Clientes of the ſame ſee. Ful ofte haue the Popes aſſayed to bring into ſubiection to them and to their Sea the kingdomes of the Eaſte alſo, and that vnder pretence of the holy warre, and recoueryng the Lordes ſepulchre. And like as the olde Romanes vexed with continuall warre the nations that did not acknoweledge or obeye the olde Romane Egles: ſo the See of Rome in our time, and in the memory of our forefathers hath put to buſines and trouble, thoſe kingedomes, and nations and people, that went aboute to reuolte, and would not acknoweldge thoſe double keyes, that is to ſaye two hornes. For who knoweth not with what cruel warres he vexed in times paſt the lande of Boheme? who knoweth not what Germany and England hath ſuffered in fourmer yeres? So verely the ſeconde beaſte exerciſeth gallauntly the Tiranny of the olde beaſt. The olde beaſte ſet forth proclamations concernyng religion, and paiyng of tributes and cuſtomes, and ſo impoueriſhed in a maner all realmes, their richeſſe beyng brought to Rome. And what other thing doeth that ſeate at this daye? what hath it done nowe, to reken the leeſt, theſe fiue hondreth yeres? who therfore doeth not ſee, that the ſeconde beaſte exerciſeth moſt aboudantly the power of the firſt beaſte? A certen man made verſes in Latin tauntyng the couetouſenes, and diſceiptes of Rome: and where Rome doeth magnifie her ſelfe to be head of the world, which in Latin is Caput, thus ſayeth he: If Caput come of Capio, which ſignifieth to take Than maye Rome well be called ſo, whiche doeth nothing forſake. If you decline Capio Capis, and to the groundes come Her nettes are large and can not miſſe, to catch both al and ſome.
whitespace	1747	Nother with out a miſterie is this hereunto annexed,[note 59.5] whoſe deadly plague was healed. For he ſemeth to compare together the firſte and ſeconde beaſte, and to ſhewe the lickenes of the ſame. And I tolde you, howe many menne at the firſte were kepte ſtill in the Romanes errours and Idolatrie, for that the Goddes, by Veſpaſians meanes, were ſayed to haue preſerued the common welth, whiche els with ciuile warres was as it were brought to ruine. Finally we reade in ſtories, that the Empire of Rome hath many times receiued deadly woundes: but yet by and by, through the wiſedome and valeauntnes of ſome noble men, the Goddes (as they ſpeake) ſo willyng, haue ben healed againe. In that no bre are rekened Lucius Septimius Seuerus, Valerius Aurelianus, C. Aurel. Val. Diocletian, &c. By whoſe lucky ſucceſſe, triumphes, and victories to the Empire reſtored, many haue ben moued to ſaye, who ſeeth not, that Rome ſhal be eternal, and that the Romane religion is to the Goddes moſt acceptable, and that the Emperours alſo and publicke weale is indued with a certen deitie, and is to be honoured? after the ſame ſorte the kyngedome of the Pope or Antichriſt hauing tried moſte diuerſe chaunces, hath very ofte eſcaped out of deſperate daungers. Force and policie hath afflicted it, and alſo the religion of Henry the .3. Emperour, and of his ſonne Henry the .4. Fridericke the firſt and ſecond vexed the popes. There were alſo other mightie Princes, whiche inflicted mortall woundes to the See of Rome.	Nother with out a miſterie is this hereunto annexed,[note 59.5] whoſe deadly plague was healed. For he ſemeth to compare together the firſte and ſeconde beaſte, and to ſhewe the lickenes of the ſame. And I tolde you, howe many menne at the firſte were kepte ſtill in the Romanes errours and Idolatrie, for that the Goddes, by Veſpaſians meanes, were ſayed to haue preſerued the common welth, whiche els with ciuile warres was as it were brought to ruine. Finally we reade in ſtories, that the Empire of Rome hath many times receiued deadly woundes: but yet by and by, through the wiſedome and valeauntnes of ſome noble men, the Goddes (as they ſpeake) ſo willyng, haue ben healed againe. In that no bre are rekened Lucius Septimius Seuerus, Valerius Aurelianus, C. Aurel. Val. Diocletian, &c. By whoſe lucky ſucceſſe, triumphes, and victories to the Empire reſtored, many haue ben moued to ſaye, who ſeeth not, that Rome ſhal be eternal, and that the Romane religion is to the Goddes moſt acceptable, and that the Emperours alſo and publicke weale is indued with a certen deitie, and is to be honoured? after the ſame ſorte the kyngedome of the Pope or Antichriſt hauing tried moſte diuerſe chaunces, hath very ofte eſcaped out of deſperate daungers. Force and policie hath afflicted it, and alſo the religion of Henry the.3. Emperour, and of his ſonne Henry the.4. Fridericke the firſt and ſecond vexed the popes. There were alſo other mightie Princes, whiche inflicted mortall woundes to the See of Rome.
whitespace	1749	Agane there were Biſhoppes of Rome which with ſingular craftes haue cured their woundes agayne:[note 59.6] of the whiche ſorte was Gregory the .7. Vrbane the .2. Paſchalis the .2. Calixtus the .2. Alexander the .3. Innocentius the .3. Honorius the .3. Gregory the .9. Clement the .4. and .5. Boniface the .8. Iohn the .22. and diuerſe others. But was not that feate in greateſt perill in times paſte, when three Popes were created at ones: whereof one was reſident at Rome, the ſeconde went to Auignon in Fraunce, and the thirde liued in Spayne? But all theſe three putte downe by the power, diligence, authoritie and policie of the Emperour Sigiſmunde, and the counſel of Conſtauce, that deadly wounde was fayre healed in Martin the .5. And this felicitie, and reſtoryng the Popiſh kingedome, perſwadeth many effectually, that poperie is of God, and the popiſhe religio to be moſt certen and trewe: as that which hath ſo ofte ben of mightie princes aſſayled, might in dede be ſhaken, but neuer yet ouerthrowen. The acclamation of all the Romiſhe is knowen: the ſhippe of S. Peter is toſſed in dede with ſtormes, but can neuer be drouned. But Daniel him ſelf alſo hath prophecied that this ſhuld ſo come to paſſe, ſaiyng: and he ſhall proſper, and ſhal doe what he will, and ſhall kill the ſtrong and holy people, at his pleaſure, and guyle ſhalbe directed in his hande. Whiche thinges they doe not marke, whiche are at this daye ſo much offended with the felicitie of that chayre of peſtilence, and the beaſte therof. Therfore like as the dayes of mourning, and ſoden deſtruction came vpon olde Rome, and vtterly deſtroied both the citie and Empire: euen ſo ſhal we heare in the .17. and .18. chapt. That Babilon ſhal haue her fatall deſtenies. The Lorde Ieſus confirme vs in the faith of Ieſus Chriſte, and deliuer vs from the guiles, lucky ſucceſſe, and felicitie of that Romiſh Antichriſt. Amen.	Agane there were Biſhoppes of Rome which with ſingular craftes haue cured their woundes agayne:[note 59.6] of the whiche ſorte was Gregory the.7. Vrbane the.2. Paſchalis the.2. Calixtus the.2. Alexander the.3. Innocentius the.3. Honorius the.3. Gregory the.9. Clement the.4. and.5. Boniface the.8. Iohn the.22. and diuerſe others. But was not that feate in greateſt perill in times paſte, when three Popes were created at ones: whereof one was reſident at Rome, the ſeconde went to Auignon in Fraunce, and the thirde liued in Spayne? But all theſe three putte downe by the power, diligence, authoritie and policie of the Emperour Sigiſmunde, and the counſel of Conſtauce, that deadly wounde was fayre healed in Martin the.5. And this felicitie, and reſtoryng the Popiſh kingedome, perſwadeth many effectually, that poperie is of God, and the popiſhe religio to be moſt certen and trewe: as that which hath ſo ofte ben of mightie princes aſſayled, might in dede be ſhaken, but neuer yet ouerthrowen. The acclamation of all the Romiſhe is knowen: the ſhippe of S. Peter is toſſed in dede with ſtormes, but can neuer be drouned. But Daniel him ſelf alſo hath prophecied that this ſhuld ſo come to paſſe, ſaiyng: and he ſhall proſper, and ſhal doe what he will, and ſhall kill the ſtrong and holy people, at his pleaſure, and guyle ſhalbe directed in his hande. Whiche thinges they doe not marke, whiche are at this daye ſo much offended with the felicitie of that chayre of peſtilence, and the beaſte therof. Therfore like as the dayes of mourning, and ſoden deſtruction came vpon olde Rome, and vtterly deſtroied both the citie and Empire: euen ſo ſhal we heare in the.17. and.18. chapt. That Babilon ſhal haue her fatall deſtenies. The Lorde Ieſus confirme vs in the faith of Ieſus Chriſte, and deliuer vs from the guiles, lucky ſucceſſe, and felicitie of that Romiſh Antichriſt. Amen.
